,model,fold,k,slope,delta loglik,AIC,correl,micro_correl,consistency,left_pref,top3_langs
401,llama2-7b,20000,2.0,-1.145721578306743e-06,0,-322.2042953210399,0.36613042911284455,0.1670129812216942,0.15019329793955577,0.026197042675177876,"LRLLRL, LRLRRL, LRRLRL"
402,llama2-7b,40000,2.0,-1.1384853501925384e-06,0,-326.82763899692617,0.44090965022932493,0.18390633769265308,0.05594574907970675,0.38686262333199595,"LLRRRL, LRLLRL, LLLRRL"
403,llama2-7b,60000,2.0,4.891139476342576e-07,0,-314.5100441632654,-0.1530632201801344,0.15798755028531186,0.06121190617496339,-0.4433709467281264,"RRRLRL, RRRLLL, RRLLRL"
404,llama2-7b,80000,2.0,4.333931855432441e-07,0,-313.4942603285685,-0.08834543692483485,0.11486481436119202,0.099471277924648,-0.22077379387420382,"RRRLLL, RRLLLL, LRLLRL"
405,Transformer,0,3.0,-6.917431479520975e-06,0,-313.14360173407215,0.04851514310880236,0.054421656864279855,0.35349701746598255,0.28165537559839127,"LLLLLL, LLRLLL, RLRLLL"
406,Transformer,20000,3.0,-1.4887033767965862e-05,0,-313.603947839648,0.09748820759047391,0.2055216062825317,0.3360626723797862,0.2037457848790073,"RLRLLL, RLLLLL, LLRLLL"
407,Transformer,40000,3.0,-2.222226059700487e-05,0,-314.5902993837858,0.15701016153823372,0.1967896832966377,0.3736097069783509,0.2902988890577034,"LLRLLL, LLLLLL, LLLRLL"
408,Transformer,60000,3.0,-2.3950214853020198e-05,0,-314.3605399413359,0.1454111687621103,0.14864665038095096,0.3803540499183717,0.17641960425616743,"LLLLLL, LLRLLL, LLLRLL"
409,Transformer,80000,3.0,-1.6718631803416067e-05,0,-313.70258616875395,0.1050207170134109,0.20899570244604887,0.3899920358931166,0.1704301145295134,"LLLLLL, LLRLLL, RLLLLL"
410,LSTM,0,3.0,2.330640653839526e-06,0,-315.099325116513,-0.17994131847133762,0.12315744145367868,-0.14610235755381884,-0.20456333392731507,"RLRLLL, RLLLLL, RRRRRR"
411,LSTM,20000,3.0,-3.7598944238904725e-05,0,-315.6303764298778,0.20093448258115343,0.3175136129913759,0.3015329885003508,-0.019079407529003445,"LLLRLL, RRLRRR, LLRRLL"
412,LSTM,40000,3.0,-2.6157293600479006e-05,0,-314.2188272377471,0.13774819357096404,0.27470247778660395,0.3113553085782034,0.021205526047334222,"RLRLLL, RLLLLL, RLRRLL"
413,LSTM,60000,3.0,-2.6657233642613587e-05,0,-314.3438534966464,0.14453083380327336,0.2817576562803743,0.2865207745341128,0.09950903337299252,"LLRLLL, LLLLLL, LLRRLL"
414,LSTM,80000,3.0,-3.0143020727984717e-05,0,-314.5337352938735,0.15423937183128006,0.3211684033399847,0.30273711395153147,-0.013278138880293333,"RLRLLL, LLRLLL, LLLLLL"
415,RNN,0,3.0,5.7232340341895745e-09,0,-313.0496177561121,-0.029792610769479866,0.339483370598169,-0.15968606589591708,-0.2060738680505615,"RLLLLL, RLRLLL, RLRRLL"
416,RNN,20000,3.0,-1.136778862363181e-06,0,-314.8973904300337,0.1712337284963025,0.40631105798019995,0.20117507318514438,0.05696648243339411,"RLLLLL, RLRLLL, RLRRLL"
417,RNN,40000,3.0,-1.4843442515419501e-06,0,-316.4497989850016,0.22930958761823145,0.41976122614782085,0.23722378858583987,0.030563900214875983,"RLRRLL, RLLLLL, RLRLLL"
418,RNN,60000,3.0,-1.450247753809491e-06,0,-316.2783081224306,0.22369809162156737,0.38818612425948273,0.2827389312853375,-0.011550912435106156,"RLRLLL, RLLLLL, RLRRLL"
419,RNN,80000,3.0,-1.4877315439509456e-06,0,-315.9000343265371,0.21073549786874657,0.36365430575023217,0.2175931122264831,-0.04738432528387908,"LRLRRR, LRRRRR, RLRLLL"
420,Transformer-action_td,0,3.0,-0.002049113278215401,0,-321.7893905218497,0.3583565375631522,0.4325667237637324,0.17072063552634018,0.2681106503067096,"LLRRLL, LLRRRL, LLRLLL"
421,Transformer-action_td,20000,3.0,-0.001167403584248196,0,-316.201258644233,0.22112551518979617,0.28672626912847327,0.08749869060870642,0.35116699408917973,"LLRRLL, LLRLLL, LLRRRL"
422,Transformer-action_td,40000,3.0,-0.001963202571340049,0,-319.23349340751867,0.3048076157994585,0.2750512742976378,0.16840702425801005,0.3748706742233691,"LLRLLL, LLRRLL, LLLRRL"
423,Transformer-action_td,60000,3.0,-0.0021724705305454666,0,-318.3234103452602,0.2826953108390819,0.18199799152151047,0.07176838305176864,0.38812554503450714,"LLRLLL, LLRRLL, LLLRLL"
424,Transformer-action_td,80000,3.0,-0.0017564670827257694,0,-320.92214906138554,0.3413627745654746,0.3167818336844702,0.1628254077634913,0.3511802984070241,"LLLRRL, LLRLLL, LLRRRL"
425,Transformer-action_lc-as,0,3.0,-0.0009424816268842064,0,-320.2813200190927,0.3280822285932388,0.4372676149083539,0.10287925586094482,0.30144559431123885,"LLLLLL, LLRLLL, LLRRLL"
426,Transformer-action_lc-as,20000,3.0,-0.000890080265954667,0,-319.77388327499506,0.3170718457705135,0.42557315679268715,0.10478274704083604,0.3463836461392659,"LLRRLL, LLLLLL, LLLRLL"
427,Transformer-action_lc-as,40000,3.0,-0.0009394290283876816,0,-319.277891631927,0.30583775855771206,0.4365702568280494,0.09899471887203415,0.36245019154316405,"LLRLLL, LLLLLL, RLLRLL"
428,Transformer-action_lc-as,60000,3.0,-0.0008642241644815214,0,-318.1693587089758,0.2787459026745205,0.40998649720080005,0.11525862648200702,0.33305396987674035,"RLRRLL, LLLLLL, LLLRLL"
429,Transformer-action_lc-as,80000,3.0,-0.0009437967836697224,0,-318.4549095171173,0.28601603071033377,0.4205337056252261,0.09116771530547654,0.30652816350791395,"LLLRLL, LLRLLL, RLRRLL"
430,LSTM-action_td,0,3.0,-0.020534037704782848,0,-320.1626079591604,0.325547526113926,0.4864385571567133,0.21467601763579336,-0.21824112852337213,"LRRRRL, LRLRRL, LRRRRR"
431,LSTM-action_td,20000,3.0,-0.0010783580013666826,0,-313.0059218606629,0.014325654557038131,0.36288431527102966,0.0412344792772939,-0.41300595774647864,"LRLRRR, LRRLLL, RLLRRL"
432,LSTM-action_td,40000,3.0,-0.004405254280264391,0,-313.2607641682996,0.06464056450264412,0.3363500061130495,0.12901526884599301,-0.3403036375387515,"RLLRRR, LRLRRR, LRLRRL"
433,LSTM-action_td,60000,3.0,-0.005166657756886848,0,-313.3416024188671,0.07372535841511157,0.3733819114506377,-0.07847390305626463,-0.14799076501488212,"RLLRRL, LRLRRR, LRRLRL"
434,LSTM-action_td,80000,3.0,-0.007020176206212698,0,-313.79183527509554,0.11138907711192232,0.2868614099935141,-0.018493206977291968,-0.2328166593453871,"LRLRRL, LRRRRL, LRRRRR"
435,LSTM-action_lc-as,0,3.0,-0.005395307897241439,0,-315.565767160856,0.19850797548629695,0.40958010606964657,0.2251269862171404,0.01870940119575483,"RLLRRR, LLLLLL, LLLRLL"
436,LSTM-action_lc-as,20000,3.0,-0.00765352171848147,0,-316.20667449347144,0.22130742182854996,0.36787636907254906,0.2585299256147825,-0.037636638964176516,"LLLLLL, RLLLRR, LLRRLL"
437,LSTM-action_lc-as,40000,3.0,-0.0060264988833774735,0,-316.12301886385546,0.21847897311696785,0.38894887645879916,0.18006847306058865,0.057586599197663665,"RLRLLL, RLLRRR, LLLLLL"
438,LSTM-action_lc-as,60000,3.0,-0.007110643106043846,0,-317.1788752077967,0.2516236204177045,0.43306592421500134,0.18500738804618594,-0.06935673811645388,"LLRRLL, RLLRRR, LLLLLL"
439,LSTM-action_lc-as,80000,3.0,-0.008117189359876206,0,-318.5721261727941,0.28893825290420727,0.4168992427695071,0.22279794859741847,0.04160411240445941,"RLRRRR, LLLLLL, LLRLLL"
440,RNN-action_td,0,3.0,-0.00013412453392556994,0,-313.2754928601301,0.06638938484755988,0.16462183519464685,0.010493403985495642,-0.47218008239985,"RLRRRR, LRLRRR, RLLRRR"
441,RNN-action_td,20000,3.0,2.5415461310262654e-05,0,-313.00318462220196,-0.012746093143181807,0.15235315569231284,-0.00727798556840642,-0.5849084647846104,"RRLRLR, RRLLLR, RLRLRR"
442,RNN-action_td,40000,3.0,0.00023434561295048622,0,-313.7493774150856,-0.10840727037631834,0.026041022579409618,-0.13367219376987682,-0.5993020946400753,"RRLLLR, RRRLLR, RLRRRR"
443,RNN-action_td,60000,3.0,0.0002821414297317226,0,-314.5162053290574,-0.15337000246772362,0.10266829419672084,-0.07975661789358762,-0.5821026580685894,"RRRRRR, RLLRRR, RLRRRR"
444,RNN-action_td,80000,3.0,0.0001396335305891169,0,-313.35282688528406,-0.0748988797535442,-0.01604302016466498,-0.10703776073770083,-0.4412903925698707,"RLRRRR, RRLLLR, RRLRRR"
445,RNN-action_lc-as,0,3.0,-0.00023237062449936859,0,-313.91176692036527,0.11940048012542442,0.309064688697072,0.1622736276149387,0.02232708149058442,"RLRRLL, RLRRRR, RLLRLL"
446,RNN-action_lc-as,20000,3.0,-0.00020627574335150813,0,-313.8291653923664,0.11394474325576714,0.25486848941886076,0.12051976780673025,0.0933945854751654,"LLRRLL, RLRRLL, RLRLRR"
447,RNN-action_lc-as,40000,3.0,-0.00015233609162493118,0,-313.28008610797593,0.0669253391947412,0.20120329116557786,0.12635341447028542,0.031500460366979954,"RLLLRR, RLRRLL, RLLRLL"
448,RNN-action_lc-as,60000,3.0,-0.00029838841002347445,0,-314.7738396338592,0.16566623764841248,0.43197486810310004,0.19215802743346505,0.02816384428841731,"RLRRLL, RLLRLL, RLLLLL"
449,RNN-action_lc-as,80000,3.0,-8.8482318145394e-05,0,-313.1236362739099,0.04519341227049811,0.16697830500111138,0.15679607122520967,-0.039550732571853875,"RLRRRR, RLLRRR, RLRRLL"
450,3gram,0,3.0,-1.639106257684811e-05,0,-313.5576801844716,0.093742361416237,0.17892860013886203,0.3371375267667472,-0.06145206719042279,"RRRRRR, RRLRRR, LRLRRR"
451,3gram,20000,3.0,-1.5183308924469203e-05,0,-313.4505806933667,0.08442462675186645,0.16925237388097897,0.323816668965908,-0.05674338713015731,"RRRRRR, RRLRRR, LRLRRR"
452,3gram,40000,3.0,-1.3891728789170647e-05,0,-313.411628978206,0.08076540769271413,0.17021191847478706,0.32403210189480147,-0.051111070687268556,"RRLRRR, RRRRRR, LRLRRR"
453,3gram,60000,3.0,-1.4260078756117361e-05,0,-313.4247610284996,0.08201755909297648,0.16887710990897492,0.32584691917430897,-0.03665503616599314,"RRRRRR, RRLRRR, LRLRRR"
454,3gram,80000,3.0,-1.3029034871863033e-05,0,-313.3496088414675,0.0745643418153364,0.15114956394944365,0.31968279310121683,-0.047234077234461935,"RRLRRR, RRRRRR, LRLRRR"
455,4gram,0,3.0,-1.3006092354045876e-05,0,-313.3856367306826,0.07822716579362124,0.17438391776376588,0.3253088256277593,-0.0713960342154682,"RRLRRR, RRRRRR, LRLRRR"
456,4gram,20000,3.0,-1.0933427468364884e-05,0,-313.26168427645615,0.06475120921384925,0.16372320950093552,0.3074210113248225,-0.06584423312441795,"LRRRRR, LRLRRR, RRRRRR"
457,4gram,40000,3.0,-1.0314622158180018e-05,0,-313.24387956581234,0.0625751417168656,0.16719459706085205,0.3082958908889412,-0.04725105511334532,"LRLRRR, LRRRRR, RRLRRR"
458,4gram,60000,3.0,-9.23679417475136e-06,0,-313.1954719228991,0.05623126904053591,0.14774924806900883,0.3114948780579705,-0.04368026766863348,"RRRRRR, LRLRRR, RRLRRR"
459,4gram,80000,3.0,-8.448899561760662e-06,0,-313.1644949794381,0.051762481836376294,0.13388029141533933,0.30022477937507475,-0.0344525035595426,"LRLRRR, RRLRRR, LRRRRR"
460,5gram,0,3.0,-1.0656936907433936e-05,0,-313.26511611870086,0.06516222351844911,0.1793771144715892,0.3128532992885432,-0.06716054691588202,"RRLRRR, RRRRRR, LRLRRR"
461,5gram,20000,3.0,-9.53398115368957e-06,0,-313.20334383548015,0.057311061721637996,0.17457508780221656,0.29673904655887057,-0.061728005557213333,"LRRRRR, LRLRRR, RRRRRR"
462,5gram,40000,3.0,-8.910266550338445e-06,0,-313.18441137647426,0.054677839617878796,0.17247558250665296,0.29618534028416754,-0.0398130828965258,"LRLRRR, LRRRRR, RRRRRR"
463,5gram,60000,3.0,-7.711927547531152e-06,0,-313.1377768644463,0.04757011258418102,0.15093874095077667,0.3004539445488945,-0.03874542003131015,"LRLRRR, LRRRRR, RRRRRR"
464,5gram,80000,3.0,-6.463267609466685e-06,0,-313.09562427118357,0.04006938131626016,0.1394512946385913,0.2898694586502105,-0.03368005954814862,"LRLRRR, LRRRRR, RRLRRR"
465,3gram_actions_td,0,3.0,-0.008079782233436892,0,-315.5203941658392,0.19678454820719143,0.2795427669307302,0.19829508899008125,0.1683755509220619,"RLLRRL, LLLRRL, RLLRRR"
466,3gram_actions_td,20000,3.0,-0.009172515666078556,0,-315.60191586225943,0.1998695311678747,0.29225612707253673,0.19002575757072238,0.1846914547955552,"RLLRRL, LLLRRL, RLLRRR"
467,3gram_actions_td,40000,3.0,-0.008754964595747579,0,-315.7125307467445,0.20397477738224234,0.29373763219829874,0.19075431686999642,0.14275791557490658,"RLLRRR, LLLRRR, RLRRRL"
468,3gram_actions_td,60000,3.0,-0.008867899771300983,0,-315.75030020308066,0.20535612284000432,0.31618702901393103,0.19405394795497555,0.19659334880606372,"RLLRRL, LLLRRL, RLRRRR"
469,3gram_actions_td,80000,3.0,-0.008780769299462953,0,-315.31946167618463,0.18894820166370885,0.2671097000216858,0.19847238130428668,0.17561908879151383,"RLLRRR, LLLRRR, RLLRRL"
470,4gram_actions_td,0,3.0,-0.02117940795012999,0,-318.51375909584027,0.2874875380944093,0.37992478221286746,0.27815884719274253,-0.00281030238045437,"LLRRRL, RLRRRL, LLRRRR"
471,4gram_actions_td,20000,3.0,-0.024514815327415528,0,-318.6463511694255,0.29077076886626585,0.39446067719793637,0.2612799588466339,-0.00664165353129368,"LLRRRL, RLRRRL, LLRRRR"
472,4gram_actions_td,40000,3.0,-0.022453608801219115,0,-319.12562645791604,0.30228721614044596,0.4253030724189416,0.28936845650561244,0.02969702961669716,"RLRRRL, LLRRRR, RLRRRR"
473,4gram_actions_td,60000,3.0,-0.025077783883121377,0,-318.5903610470195,0.2893897200583922,0.4004642115548425,0.3046658125074709,0.09679839314987107,"LLRRRL, RLRRRL, LLRRRR"
474,4gram_actions_td,80000,3.0,-0.024587615511286957,0,-318.68243608951786,0.2916567352001068,0.39898051796538203,0.29429092287916436,0.10646903061498655,"LLRRRL, RLRRRL, LLRRRR"
475,5gram_actions_td,0,3.0,-0.009255154248520197,0,-314.119093533532,0.13207801755109855,0.4813419600289304,0.2995472729851164,0.02240750599498878,"RLLRRL, RLRRRL, RLLLLL"
476,5gram_actions_td,20000,3.0,-0.010458360726445022,0,-314.51367591595516,0.1532441335486781,0.5477259199212058,0.263341412521889,0.0331271698875172,"RLLRRL, RLRRRL, RLLLLL"
477,5gram_actions_td,40000,3.0,-0.007071657265731387,0,-313.79720835053615,0.11176061765227402,0.5109822436741238,0.284885220999813,0.08881789382006967,"RLLRRL, RLRRRL, RLLLLL"
478,5gram_actions_td,60000,3.0,-0.0060439148095655015,0,-313.5183548758059,0.09043442290738944,0.4855317869918952,0.26737417292241217,0.1932482502273848,"RLLLLL, RLLRLL, RLLRRL"
479,5gram_actions_td,80000,3.0,-0.007056914992644833,0,-313.74523523636213,0.1081118553832473,0.48855385731722434,0.27465426635308304,0.16986362009906625,"RLLRLL, RLLLLL, RLLRRL"
480,3gram_actions_lc-as,0,3.0,-0.0012745709868924927,0,-315.23033013206117,0.18535783667017539,0.5501284751186465,0.14170631619680257,0.26476995795115843,"RLLRRR, RLLRRL, RLRRRR"
481,3gram_actions_lc-as,20000,3.0,-0.0013362865166899613,0,-315.2251700754235,0.18514769428073652,0.5594233422935591,0.13840736983928767,0.2717602251798029,"RLLRRL, RLLRRR, RLRRRR"
482,3gram_actions_lc-as,40000,3.0,-0.0012743269908311024,0,-315.20227630880095,0.18421225299917046,0.5563898162349794,0.13540493301301715,0.264880928769654,"RLLRRL, RLLRRR, RLRRRR"
483,3gram_actions_lc-as,60000,3.0,-0.001295022372439554,0,-315.1539124917221,0.1822192007511153,0.5564685907496847,0.14043262687468444,0.26374928806266573,"RLLRRR, RLLRRL, RLRRRR"
484,3gram_actions_lc-as,80000,3.0,-0.0012841157015199046,0,-315.13237565620733,0.18132413751478516,0.5576523586437462,0.13416717873462,0.275646488603954,"RLLRRL, RLLRRR, RLLRLL"
485,4gram_actions_lc-as,0,3.0,-0.0026168345209055303,0,-316.41665125423816,0.22823685287809609,0.5076050606120177,0.21026225552984412,0.21091869054273976,"RLLRLL, RLRRLL, LLLRLL"
486,4gram_actions_lc-as,20000,3.0,-0.0026971230896209427,0,-316.2854311234084,0.2239342711882248,0.5167598468459824,0.20669803751172433,0.2129084666430181,"RLLRLL, RLRRLL, LLLRLL"
487,4gram_actions_lc-as,40000,3.0,-0.002542274873020812,0,-316.1458315475409,0.2192542702563474,0.5037171695371733,0.2036961121718735,0.20893288074541977,"RLLRLL, RLRRLL, LLLRLL"
488,4gram_actions_lc-as,60000,3.0,-0.0024722571681795075,0,-315.95825948955013,0.21278726604066628,0.4999441009231453,0.20202128400697117,0.22838741280664424,"RLLRLL, RLRRLL, LLLRLL"
489,4gram_actions_lc-as,80000,3.0,-0.0026191126545959433,0,-316.15766636104775,0.21965529405720807,0.5043035308493373,0.2014708611302204,0.2246709338022706,"RLLRLL, RLRRLL, LLLRLL"
490,5gram_actions_lc-as,0,3.0,-0.002555825375590278,0,-315.6534836380842,0.20179463967220118,0.47447585362604267,0.214210348107199,0.27319842682320183,"LLLRLL, RLLRLL, RLRRLL"
491,5gram_actions_lc-as,20000,3.0,-0.0025405396768952604,0,-315.4633268258745,0.1945934952963446,0.49287899563846277,0.20390140063526413,0.26758783658248403,"RLLRLL, RLRRLL, LLLRLL"
492,5gram_actions_lc-as,40000,3.0,-0.0023330064018842397,0,-315.14635298513826,0.1819055662556411,0.46569297859389314,0.20097568637632088,0.27363395652678507,"RLLRLL, RLRRLL, LLLRLL"
493,5gram_actions_lc-as,60000,3.0,-0.002359783002501528,0,-315.1330234262528,0.18135112744839477,0.466836701136146,0.1982202694090975,0.299308944783333,"LLLRLL, RLRRLL, RLLRLL"
494,5gram_actions_lc-as,80000,3.0,-0.0023600996073125957,0,-315.14970335322465,0.1820446400896491,0.4604518525967597,0.19916063478579035,0.29484607363913085,"RLLRLL, RLRRLL, LLLRLL"
495,RNNG_top_down,0,3.0,0.035572148576002605,0,-318.21682154410837,-0.27996965761071885,-0.010531251468466722,-0.1825935566030882,0.10790159539321903,"RLLRLL, RRRRLL, RRRLLL"
496,RNNG_top_down,20000,3.0,0.027445104695853137,0,-315.7017823858344,-0.20357981369960554,0.29687323545614086,-0.09997627398781907,0.050398227033495814,"RRLRLL, RLLRLL, RLLLLL"
497,RNNG_top_down,40000,3.0,0.026391253647526196,0,-315.25052374405044,-0.1861777754574305,0.061994902679567976,-0.116942993703114,0.14683015173939756,"RLLRLL, RLRRLL, RRRRLL"
498,RNNG_top_down,60000,3.0,0.025408898358871085,0,-315.18383705944433,-0.18345511075992654,-0.09145277642421147,-0.05174912548832792,0.3294069471672838,"RLRRLL, RLLRLL, RRRRLL"
499,RNNG_top_down,80000,3.0,0.03450554834106507,0,-317.9361387250885,-0.27263936962209867,0.04319885947318589,-0.16296218286561998,0.08979390198619094,"RLLRLL, RRRLLL, RLRRLL"
500,RNNG_top_down_beam,0,3.0,-5.029889373858531e-08,0,-314.0035340546837,0.1251754028485495,-0.38544864275456764,-0.09197442049128451,-0.26238800363797965,"RRRRLL, RRRLLL, RRLLLL"
501,RNNG_top_down_beam,20000,3.0,-8.079418829813172e-08,0,-314.2852153628003,0.14139189890510961,-0.24936570547080347,-0.05160797123310309,-0.3449150717502743,"RRRRLL, RRLRLL, RRRLLL"
502,RNNG_top_down_beam,40000,3.0,-8.091683794320181e-08,0,-314.68205061200814,0.16139845184005114,-0.262707097988516,0.017086233507928886,-0.22282434662217482,"RRRRLL, RRRLLL, RRLRLL"
503,RNNG_top_down_beam,60000,3.0,-6.236996580153182e-08,0,-313.6568111819312,0.10159602542626575,-0.47150662128085574,-0.057203966542092755,-0.26597466910419265,"RRRRLL, RRLLLL, RRRLLL"
504,RNNG_top_down_beam,80000,3.0,-4.4403882578348915e-08,0,-313.2321507607087,0.0610989905408211,-0.1747185314387639,-0.14800552282355206,-0.38356718209591156,"RRRLLL, RRRRLL, RRLRLL"
505,RNNG_in_order,0,3.0,0.02162533780756675,0,-315.3361022781057,-0.18961043488798862,0.21402771882059907,-0.18205743369653965,-0.2313383374411413,"RRRRRL, RRLLRL, RRLRRL"
506,RNNG_in_order,20000,3.0,0.013152188522892386,0,-313.7876342308523,-0.11109769350535245,0.3712013626971472,-0.14987750589555204,-0.2177377503728306,"RRRLRL, RRRRRL, RRRRLL"
507,RNNG_in_order,40000,3.0,0.012393901537293651,0,-313.9639727462433,-0.12272014335283116,0.33062248943446165,-0.14238689853304978,-0.22337875004664748,"RRRRRL, RRRRLL, RRLLRL"
508,RNNG_in_order,60000,3.0,0.021599942228321126,0,-315.14619850813483,-0.181899151172696,0.30492026487339957,-0.11079405373833853,-0.18024021567800563,"RRRRLL, RRLRLL, RRRLRL"
509,RNNG_in_order,80000,3.0,0.029763879833588858,0,-318.0576583239623,-0.2758408312530459,0.03343057034372236,-0.17309088778271242,-0.20797156970379588,"RRRLRL, RRRRRL, RRRRLL"
510,RNNG_in_order_beam,0,3.0,4.552507484187703e-07,0,-317.027562545997,-0.24717859509550455,0.24425809738658757,-0.12724578661169875,-0.3256598649290966,"RLRLRL, RLRRLL, RRRRRL"
511,RNNG_in_order_beam,20000,3.0,3.402744795751955e-07,0,-315.1772456423301,-0.18318364524394903,0.2799059980711358,-0.2457678435347511,-0.10643657212599232,"RRRLRL, RRRRRL, RRRRLL"
512,RNNG_in_order_beam,40000,3.0,2.34869427229527e-07,0,-314.4875909479103,-0.15193971560498085,0.36350311579454725,-0.08901497656866461,-0.29752283271365165,"RRRRRL, RRRRLL, RLRLLL"
513,RNNG_in_order_beam,60000,3.0,4.2217562810480737e-07,0,-316.0890449190228,-0.21731871379882794,0.3831550439210118,-0.026977580775955357,-0.27717592063834956,"RLRRLL, RRRRLL, RRLRLL"
514,RNNG_in_order_beam,80000,3.0,6.579786603086226e-07,0,-322.31082979505663,-0.3680920414109189,0.0375240042799429,-0.15768419725300412,-0.3169190751033561,"RRRLRL, RRRRRL, LRLLRR"
515,SRNNG_top_down,0,3.0,-0.00041379996971060577,0,-313.06663812757006,0.033959852486522765,0.2381128870873899,0.07119942418528036,0.04155862758601075,"RLLRRR, RLRRRR, RLLRRL"
516,SRNNG_top_down,20000,3.0,6.460839438175107e-05,0,-312.9943692965851,-0.004973562126661821,0.08029595535072856,0.06657546286235058,0.10718881483294343,"RLLRLR, RLRRLR, LLLRLR"
517,SRNNG_top_down,40000,3.0,0.0004374996431950127,0,-313.09726039961646,-0.040386612315927724,0.07665595048247138,0.005458637412713949,0.11406778774600637,"RLLRRR, LLLRLR, LLLRRR"
518,SRNNG_top_down,60000,3.0,0.0005347627838289369,0,-313.1544073774449,-0.050220968450480144,0.10665114175479998,-0.0008122857429642312,0.03849197287810981,"RLLRLR, RLLRRR, RLRRLR"
519,SRNNG_top_down,80000,3.0,-0.003188984381483793,0,-314.938575224452,0.17304748720129004,0.033429949730709695,0.013642204904232319,0.20931442453529886,"LLLRLR, LLLRRR, RLLRLR"
520,SRNNG_top_down_beam,0,3.0,-1.0556918915932354e-10,0,-314.69539209129516,0.16202613808675004,0.058202067788685474,-0.010678119437611839,-0.2758216639956711,"LLLRRR, LLRRRR, RLRRRR"
521,SRNNG_top_down_beam,20000,3.0,-7.548047984386144e-11,0,-314.5696935927851,0.15600676888478096,-0.0824006088100263,0.057554006769556465,-0.12696790083783827,"LLLRLR, LLRRRR, LLRRLR"
522,SRNNG_top_down_beam,40000,3.0,-3.395316385458595e-11,0,-313.38331075106174,0.07799594722409814,-0.0868885595597505,-0.01592433122537335,-0.20715485632423378,"LLLRLR, LLLRRR, LLRRLR"
523,SRNNG_top_down_beam,60000,3.0,-1.9782422897402945e-11,0,-313.15823421732443,0.05081129256339996,-0.008489916968560635,-0.10672844194714196,-0.37403660469538325,"LLLRLR, LLRRLR, RLLRRR"
524,SRNNG_top_down_beam,80000,3.0,-1.4069309511534896e-10,0,-317.7062988667117,0.26646190567076555,-0.05584935467728876,-0.028149033529812323,-0.15104642571812793,"LLLRLR, LLLRRR, LLRRLR"
525,SRNNG_in_order,0,3.0,-0.0036085323791855617,0,-318.39521892974216,0.2845143261285771,0.4304927807443467,0.1379714957477718,-0.32987217010475434,"LRRRRR, LRLRRR, LLLRRR"
526,SRNNG_in_order,20000,3.0,-0.0009437264680419188,0,-313.3814701469646,0.07781248542213448,0.14265511736989855,-0.04682562655398523,-0.5073411920900939,"RLLRRR, RLRRRR, LRLRRR"
527,SRNNG_in_order,40000,3.0,-0.0029455227789196457,0,-318.00505679537616,0.27446036131745766,0.27210066148630335,0.061830141688505855,-0.29985938672920515,"LRLRRR, LLLRRR, RLLRRR"
528,SRNNG_in_order,60000,3.0,-0.0010037248898957505,0,-313.78237320316555,0.11073168119895768,0.09800117586082056,0.009165648695321521,-0.4164130691590129,"LLLRRR, LRLRRR, LRRRRR"
529,SRNNG_in_order,80000,3.0,-0.002192042118373921,0,-315.61760167659264,0.20045722899959395,0.23721987823470722,0.07124582466358564,-0.45785577002782973,"LRLRRR, RRLRRR, RLLRRR"
530,SRNNG_in_order_beam,0,3.0,-9.840197760654143e-11,0,-316.83994116651047,0.24153829317204892,0.36612602819976464,0.16724123296781093,-0.22231380719225594,"LRRRRR, LRLRRR, RLLRRR"
531,SRNNG_in_order_beam,20000,3.0,-2.905017110587811e-11,0,-313.38095605844956,0.07776116548962972,0.07867392662030363,-0.06715899555053652,-0.449336260643308,"RLLRRR, RLRRRR, LRLRRR"
532,SRNNG_in_order_beam,40000,3.0,-6.504914122065127e-11,0,-316.2675987120619,0.22334247674301594,0.1955155733156624,0.09261490454091598,-0.20867714337446555,"LRLRRR, RLLRRR, LRRRRR"
533,SRNNG_in_order_beam,60000,3.0,-1.3904017147909688e-11,0,-313.4941687301742,0.08833739961139132,0.05247154004667976,0.015571365086907644,-0.38550170449414417,"LRLRRR, LLLRRR, LRRRRR"
534,SRNNG_in_order_beam,80000,3.0,-5.4495168068962676e-11,0,-315.6006601490284,0.19982240260389664,0.1961481386084091,0.07112925587895533,-0.38014446530884993,"LRLRRR, RLLRRR, RRLRRR"
535,llama2-7b,0,3.0,9.775713796861804e-10,0,-316.1533427765825,-0.21950888250991138,0.15041098206439896,0.1309632567398499,0.0086108834544045,"LRLLLL, LRRLLL, LRLRLL"
536,llama2-7b,20000,3.0,-1.7588006093889892e-09,0,-322.2604465315766,0.3671660507487844,0.1678494707730833,0.15226428171275752,0.02415511660702868,"LRLLRL, LRLRRL, LRRLRL"
537,llama2-7b,40000,3.0,-1.7699677286097562e-09,0,-326.80446932253386,0.44057873197448827,0.18532995401074806,0.057936101863128156,0.3863216411544632,"LLRRRL, LRLLRL, LLLRRL"
538,llama2-7b,60000,3.0,8.20977665854277e-10,0,-314.5166979592364,-0.1533945041871777,0.15797609269213778,0.06038527468637617,-0.44290994577310416,"RRRLRL, RRRLLL, RRLLRL"
539,llama2-7b,80000,3.0,7.202604688936484e-10,0,-313.4951928684517,-0.08842722053109603,0.11454542951737864,0.09958691219024104,-0.22181659313182447,"RRRLLL, RRLLLL, LRLLRL"
